Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
136,Saturday Aug 30,boxscore,ATL,@,WSN,L-wo,8,9,10,59-77,4,16.0,Shell,Núñez,,3:46,N,30326,.00,--,
137,Sunday Aug 31,boxscore,ATL,@,WSN,L,4,8,,59-78,4,17.0,Mock,Dessens,,2:48,D,31090,.00,---,
138,Monday Sep 1,boxscore,ATL,@,FLA,L-wo,3,4,,59-79,4,18.0,Lindstrom,Gonzalez,,2:44,D,12209,.00,----,
139,Tuesday Sep 2,boxscore,ATL,@,FLA,W,16,14,,60-79,4,18.0,Julio,Lindstrom,Gonzalez,3:44,N,14092,.00,+,
140,Wednesday Sep 3,boxscore,ATL,@,FLA,L,3,5,,60-80,4,19.0,Waechter,Ohman,Nelson,2:48,D,11211,.00,-,
141,Thursday Sep 4,boxscore,ATL,,WSN,W,2,0,,61-80,4,18.5,Parr,Martis,Gonzalez,2:31,N,18708,.00,+,
142,Friday Sep 5,boxscore,ATL,,WSN,W,10,5,,62-80,4,17.5,Jurrjens,Bergmann,,2:55,N,25064,.00,++,
143,Saturday Sep 6,boxscore,ATL,,WSN,L,5,8,10,62-81,4,18.0,Hanrahan,Gonzalez,Shell,2:53,N,34369,.00,-,
144,Sunday Sep 7,boxscore,ATL,,WSN,L,4,7,14,62-82,4,18.5,Shell,Bennett,Hanrahan,4:34,D,30753,.00,--,
145,Tuesday Sep 9,boxscore,ATL,,COL,W-wo,5,4,10,63-82,4,18.5,Tavarez,Buchholz,,3:10,N,21821,.00,+,
146,Wednesday Sep 10,boxscore,ATL,,COL,W,9,5,,64-82,4,18.5,Bennett,Vizcaino,,3:05,N,19693,.00,++,
147,Thursday Sep 11,boxscore,ATL,,COL,W,8,4,,65-82,4,18.0,Jurrjens,Rusch,,2:50,N,20039,.00,+++,
148,Saturday Sep 13 (1),boxscore,ATL,@,NYM,W,3,2,,66-82,4,18.0,Ridgway,Schoeneweis,Gonzalez,3:01,D,,.00,++++,2008-09-12 (Rain)
149,Saturday Sep 13 (2),boxscore,ATL,@,NYM,L,0,5,,66-83,4,18.0,Niese,Reyes,,2:24,N,54705,.00,-,
150,Sunday Sep 14,boxscore,ATL,@,NYM,W,7,4,,67-83,4,17.0,Julio,Ayala,Gonzalez,3:29,D,56041,.00,+,
151,Tuesday Sep 16,boxscore,ATL,,PHI,L,7,8,,67-84,4,17.0,Madson,Gonzalez,Lidge,3:41,N,30319,.00,-,
152,Wednesday Sep 17,boxscore,ATL,,PHI,L,1,6,,67-85,4,18.0,Happ,Jurrjens,,2:49,N,32821,.00,--,
153,Thursday Sep 18,boxscore,ATL,,PHI,L,3,4,,67-86,4,19.0,Hamels,Hampton,Lidge,2:42,N,39070,.00,---,
154,Friday Sep 19,boxscore,ATL,,NYM,L,5,9,,67-87,4,19.5,Feliciano,Tavarez,,3:25,N,42803,.00,----,
155,Saturday Sep 20,boxscore,ATL,,NYM,W,4,2,,68-87,4,19.0,Campillo,Martinez,Gonzalez,2:38,N,50124,.00,+,
156,Sunday Sep 21,boxscore,ATL,,NYM,W,7,6,,69-87,4,19.0,Julio,Schoeneweis,Gonzalez,3:20,D,49222,.00,++,
157,Monday Sep 22,boxscore,ATL,@,PHI,L,2,6,,69-88,4,20.0,Eyre,Bennett,,2:37,N,36796,.00,-,
158,Tuesday Sep 23,boxscore,ATL,@,PHI,W,3,2,,70-88,4,19.0,Hampton,Hamels,Gonzalez,2:46,N,39322,.00,+,
159,Wednesday Sep 24,boxscore,ATL,@,PHI,W,10,4,,71-88,4,18.0,Carlyle,Myers,,3:16,N,41430,.00,++,
160,Friday Sep 26,boxscore,ATL,@,HOU,L-wo,4,5,,71-89,4,19.0,Valverde,Tavarez,,2:57,N,33477,.00,-,
161,Saturday Sep 27,boxscore,ATL,@,HOU,W,11,5,,72-89,4,19.0,Núñez,Backe,,2:57,N,37491,.00,+,
162,Sunday Sep 28,boxscore,ATL,@,HOU,L,1,3,,72-90,4,20.0,Rodriguez,Hampton,Valverde,2:19,D,37113,.00,-,
